,Data,Descrição,Formato,Identifier,Título
1115,1509112684,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37935591592,Regularização de terra quilombola beneficia 25 famílias em Cametá
1116,1509112683,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37935592752,Regularização de terra quilombola beneficia 25 famílias em Cametá
1117,1509112683,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo (foto) de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade. 

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,24115219018,Regularização de terra quilombola beneficia 25 famílias em Cametá
1118,1509112682,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo (foto) de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade. 

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,24115219278,Regularização de terra quilombola beneficia 25 famílias em Cametá
1119,1509112681,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo (foto) de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade. 

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37966235271,Regularização de terra quilombola beneficia 25 famílias em Cametá
1120,1509112681,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade. Na foto, o presidente do Instituto de Terras do Pará (Iterpa), Daniel Lopes.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37256457034,Regularização de terra quilombola beneficia 25 famílias em Cametá
1121,1509112680,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó (foto), em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37256458144,Regularização de terra quilombola beneficia 25 famílias em Cametá
1122,1509112679,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó (foto), em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37935597762,Regularização de terra quilombola beneficia 25 famílias em Cametá
1123,1509112679,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó (foto), em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37256459914,Regularização de terra quilombola beneficia 25 famílias em Cametá
1124,1509112678,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene (blusa branca), e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37966240501,Regularização de terra quilombola beneficia 25 famílias em Cametá
1125,1509112678,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene (blusa branca), e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37935600842,Regularização de terra quilombola beneficia 25 famílias em Cametá
1126,1509112677,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene (blusa branca), e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37966242981,Regularização de terra quilombola beneficia 25 famílias em Cametá
1127,1509112677,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,24115222048,Regularização de terra quilombola beneficia 25 famílias em Cametá
1128,1509112676,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,24115222448,Regularização de terra quilombola beneficia 25 famílias em Cametá
1129,1509112675,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37935604392,Regularização de terra quilombola beneficia 25 famílias em Cametá
1130,1509112674,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37966245221,Regularização de terra quilombola beneficia 25 famílias em Cametá
1131,1509112674,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37935606122,Regularização de terra quilombola beneficia 25 famílias em Cametá
1132,1509112673,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene (foto), e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37935606892,Regularização de terra quilombola beneficia 25 famílias em Cametá
1133,1509112673,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade. Na foto, João Benedito Lopes da Cruz, 57 anos, presidente da Associação de Moradores e filho do fundador da comunidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,24115224368,Regularização de terra quilombola beneficia 25 famílias em Cametá
1134,1509112672,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó (foto), em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37966247821,Regularização de terra quilombola beneficia 25 famílias em Cametá
1135,1509112672,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó (foto), em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,24115225378,Regularização de terra quilombola beneficia 25 famílias em Cametá
1136,1509112671,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene (blusa branca), e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37912852896,Regularização de terra quilombola beneficia 25 famílias em Cametá
1137,1509112670,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37912854196,Regularização de terra quilombola beneficia 25 famílias em Cametá
1138,1509112669,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade. Na foto, o presidente da Fundação Cultural Palmares (FCP), Erivaldo Oliveira da Silva.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37966250471,Regularização de terra quilombola beneficia 25 famílias em Cametá
1139,1509112669,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó (foto), em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37912855766,Regularização de terra quilombola beneficia 25 famílias em Cametá
1140,1509112668,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,37966252231,Regularização de terra quilombola beneficia 25 famílias em Cametá
1141,1509112668,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,24115228788,Regularização de terra quilombola beneficia 25 famílias em Cametá
1142,1509112667,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,24115229678,Regularização de terra quilombola beneficia 25 famílias em Cametá
1143,1509112666,"Dona Maria da Conceição Prudente Freitas, 38 anos, e representantes de mais 24 famílias da comunidade quilombola Ilha Grande de Cupijó, em Cametá, no Baixo Tocantins, viram o sonho de seus antepassados finalmente se  tornar realidade. Nesta quinta-feira (26), eles foram beneficiados com título coletivo de propriedade expedido pelo Instituto de Terras do Pará (Iterpa). A entrega foi conduzida pela secretária de Municípios Sustentáveis, Izabela Jatene, e contou com a participação de representantes de pastas estaduais, comunidades e autoridades municipais. &quot;Esse documento representa para nós uma grande vitória. É muito bom vermos, depois de anos de luta, a nossa terra ser reconhecida. Agora teremos mais segurança na nossa produção e mais facilidade no acesso a benefícios&quot;, afirmou Maria Conceição, 38 anos, que é filha de quilombolas e mora há 28 anos na localidade.

FOTO: THIAGO GOMES / AG. PARÁ
DATA: 26.10.2017
CAMETÁ - PARÁ",jpg,24115230728,Regularização de terra quilombola beneficia 25 famílias em Cametá
