Autor,Classificação,Código Thesaurus,Data de aquisição,Data de produção,Denominação,Diâmetro,Document,Link do Item,Local de produção,Material,Modo de aquisição,Número de registro,Procedência,Profundidade,Resumo descritivo,Situação,Técnica,Marcas/Inscrições,Título,Histórico/Observação
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1969,Moeda,1.9,75626,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-264/,Brasil,Metal,Não identificado,MCP0628,Não identificada,0.1,Peça me´talica circular na cor prata; anverso: efígie feiminina inscrião BRASIL; borda lisa; reverso: valor nominal 2 CENTAVOS e o ano de 1969.,Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2012,Moeda,"1,1",75622,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-263/,União Européia,Metal,Não identificado,MCP0627,Não identificada,"0,1","Moeda de 1 centavo de Euro, em metal cobreado, com bordo liso, contendo no verso inscrições e ilustração de globo terrestre. No anverso, inscrições, estrelas e representação de uma edificação.",Não localizado,Não identificada,Verso: 1 EURO CENT. Anverso: 2012 || R.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2004,Moeda,1.7,75618,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-262/,Brasil,Metal,Não identificado,MCP0626,Não identificada,0.15,"Peça circular metálica na cor cobre; anverso: efígie de Cabral (Pedro Álvares) e a inscrição ao lado dele CABRAL lado esquerdo superior da figura BRASIL; borda lisa; reverso: valor de 1 CENTAVO ao lado dele, parte da bandeira do Brasil estilizada e na parte inferior o ano de 2004.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2001,Moeda,1.7,75614,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-261/,Brasil,Metal,Não identificado,MCP0625,Não identificada,0.15,"Peça circular metálica na cor cobre; anverso: efígie de Cabral (Pedro Álvares) e a inscrição ao lado dele CABRAL lado esquerdo superior da figura BRASIL; borda lisa; reverso: valor de 1 CENTAVO ao lado dele, parte da bandeira do Brasil estilizada e na parte inferior o ano de 2001.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2006,Moeda,2.4,75610,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-260/,Estados Unidos da América,Metal,Não identificado,MCP0624,Não identificada,0.2,"Peça metálica circular na cor prata anverso: desenho de carroça de boi (?) carregando duas pessoas, um homem ao lado, ao fundo lado esquerdo figura do sol, lado direito Monte. parte superior NEBRASKA 1867 laterial direita inferior CHIMNEY ROCK e abaixo o ano de 2006 e inscrição E PLURIBUS UNUM; borda cerrilhada com duas cores; reverso efígie de figura masculina, acima dele UNITED ESTATES OF AMERICA, lado esquerdo LIBERTY , lado direito IN GOD WE TRUST letra D e abaixo QUARTER DOLLAR.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1995,Moeda,2.2,75606,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-259/,Brasil,Metal,Não identificado,MCP0623,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: efígie de figura humana e inscrição BRASIL, borda lisa, reverso: valor nominal de 10 CENTAVOS e o ano de 1995.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,"2,4",75602,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-258/,Bélgica,Metal,Não identificado,MCP0622,Não identificada,"0,2","Moeda de 5 Francos, em metal dourado, com bordo liso, contendo no verso inscrições. No anverso, inscrições e efígie de figura masculina.",Não localizado,Não identificada,Verso: 5 F || BELGIE || 1988. Anverso: JPL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2007,Moeda,"2,1",75598,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-257/,Espanha,Metal,Não identificado,MCP0621,Não identificada,"0,1","Moeda de 5 centavos de Euro, em metal cobreado, com bordo liso, contendo no verso inscrições e ilustração de globo terrestre. No anverso, inscrições, estrelas e representação de uma catedral.",Não localizado,Não identificada,Verso: 5 EURO CENT. Anverso: ESPANÃ 2007.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1998,Moeda,2.15,75594,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-256/,Estados Unidos da América,Metal,Não identificado,MCP0620,Não identificada,0.2,"Peça metálica circular na cor prata anverso: efígie de figura masculina em perfil , lado esquerdo a inscrição IN GOD WE TRUST lado direito LIBERTY e direito letra D 1998; borda lisa; reverso: fachada de edifício e abaixo dele MONTICELLO, acima E PLURIBUS UNUM, abaixo FIVE CENTS e abaixo UNITED ESTATES OF AMERICA.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1969,Moeda,2.1,75590,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-255/,Brasil,Metal,Não identificado,MCP0619,Não identificada,0.1,Peça circular metálica na cor prata; anverso: efígie de figura feminina e inscrição BRASIL; borda lisa; reverso: valor nominal de 5 CENTAVOS e o ano de 1969.,Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1994,Moeda,"1,9",75586,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-254/,França,Metal,Não identificado,MCP0618,Não identificada,"0,2","Moeda de 1/2 Franco, em metal prateado, com bordo serrilhado, contendo no verso inscrições e decoração com ramo de oliveira. No anverso, inscrições e alegoria da República Francesa.",Não localizado,Não identificada,Verso: 1/2FRANC || 1994 || LIBERTÉ || EGALITÉ || FRATERNITÉ. Anverso: REPUBLIQUE FRANÇAISE.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2007,Moeda,"1,6",75582,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-253/,Espanha,Metal,Não identificado,MCP0617,Não identificada,"0,1","Moeda de 1 centavo de Euro, em metal cobreado, com bordo liso, contendo no verso inscrições e ilustração de globo terrestre. No anverso, inscrições, estrelas e representação de uma catedral.",Não localizado,Não identificada,Verso: 1 EURO CENT. Anverso: ESPANÃ 2007.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2006,Moeda,1.85,75578,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-252/,Estados Unidos da América,Metal,Não identificado,MCP0616,Não identificada,0.15,"Peça metálica circular na cor cobre; anverso: efígie de figura masculina , acima dele a inscrição IN GOD WE TRUST lado esquerdo LIBERTY e direito letra D 2006; borda lisa; reverso: fachada de edifício com várias colunas paralelas, ladeando a borda UNITED ESTATES OF AMERICA e acima da edificação E PLURIBUS UNUM em baixo o valor de ONE CENT",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1994,Moeda,"2,3",75574,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-251/,Bélgica,Metal,Não identificado,MCP0615,Não identificada,"0,2","Moeda de 50 Francos, em metal prateado, com bordo serrilhado, contendo no verso inscrições. No anverso, inscrições e efígie de Albert II.",Não localizado,Não identificada,Verso: 1994 || 50 FRANCS || BELGIQUE. Anverso: ALBERT II.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1987,Moeda,"2,4",75570,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-250/,Bélgica,Metal,Não identificado,MCP0614,Não identificada,"0,2","Moeda de 5 Francos, em metal dourado, com bordo liso, contendo no verso inscrições. No anverso, inscrições e efígie de figura masculina.",Não localizado,Não identificada,Verso: 5 F || BELGIQUE || 1987. Anverso: JPL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2006,Moeda,1.75,75566,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-249/,Estados Unidos da América,Metal,Não identificado,MCP0613,Não identificada,0.15,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra P 2006 vborda cerrilhada em duas cores (prata e cobre); reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1994,Moeda,1.75,75562,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-248/,Estados Unidos da América,Metal,Não identificado,MCP0612,Não identificada,0.15,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra D 1994; vborda cerrilhada; reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1971,Moeda,1.75,75560,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-247/,Estados Unidos da América,Metal,Não identificado,MCP0611,Não identificada,0.15,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra P 1971; vborda cerrilhada; reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1995,Moeda,1.75,75556,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-246/,Estados Unidos da América,Metal,Não identificado,MCP0610,Não identificada,0.15,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra P 1995; vborda cerrilhada; reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1987,Moeda,2.1,75552,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-245/,Brasil,Metal,Não identificado,MCP0609,Não identificada,0.15,"Peça metálica circular na cor prata; anverso: brasão de armas da república federativa do Brasil (?), borda lisa; reverso valor nominal de 50 centavos, acima dele a inscrição BRASIL e abaixo o ano de 1987.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1993,Moeda,2.4,75548,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-244/,Brasil,Metal,Não identificado,MCP0608,Não identificada,0.15,"Peça metálica circular na cor prata; anverso: inscrição LOBO GUARÁ e o desenho do animal, borda lisa reverso: número 100 ao centro, CR$ acima BRASIL e do lado esquerdo o ano de 1993.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1997,Moeda,2,75544,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-243/,França,Metal,Não identificado,MCP0607,Não identificada,"0,1","Moeda de 10 centavos de Franco, em metal dourado, contendo no verso inscrições e decoração em motivos fitomórficos. No anverso, inscrições e alegoria da República Francesa.",Não localizado,Não identificada,Verso: LIBERTÉ || EGALITÉ || FRATERNITÉ || 10 CENTIMES || 1997. Anverso: REPUBLIQUE FRANÇAISE.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1965,Moeda,2.5,75538,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-242/,Brasil,Metal,Não identificado,MCP0499,Não identificada,0.2,"Moeda circular, de metal, prateada. Anverso: imagem do mapa do Brasil ao centro com inscrição BRASIL. Reverso: inscrições: 20 CRUZEIROS 1965. || Bordo liso.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL|| Reverso: 20 CENTAVOS 1965.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1976,Moeda,2.3,75538,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-241/,Brasil,Metal,Não identificado,MCP0499,Não identificada,0.1,"Peça circular metálica, cor prata; anverso: perfil de figura feminina e inscrição BRASIL, borda lisa verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1976",Não localizado,Técnica em Metal > >Cunhagem,BRASIL||10 CENTAVOS||1970,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1978,Moeda,2.3,75534,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-240/,Brasil,Metal,Não identificado,MCP0498,Não identificada,0.1,"Peça circular metálica, cor prata; anverso: perfil de figura feminina e inscrição BRASIL, borda lisa verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1978",Não localizado,Técnica em Metal > >Cunhagem,BRASIL||10 CENTAVOS||1970,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1976,Moeda,2.3,75530,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-239/,Brasil,Metal,Não identificado,MCP0497,Não identificada,0.1,"Peça circular metálica, cor prata; anverso: perfil de figura feminina e inscrição BRASIL, borda lisa; verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1976",Não localizado,Técnica em Metal > >Cunhagem,BRASIL||10 CENTAVOS||1970,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1975,Moeda,2.3,75526,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-238/,Brasil,Metal,Não identificado,MCP0496,Não identificada,0.1,"Peça circular metálica, cor prata; anverso: perfil de figura feminina e inscrição BRASIL, borda lisa verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1975",Não localizado,Técnica em Metal > >Cunhagem,BRASIL||10 CENTAVOS||1970,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1978,Moeda,2.3,75522,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-237/,Brasil,Metal,Não identificado,MCP0495,Não identificada,0.1,"Peça circular metálica, cor prata; anverso: perfil de figura feminina e inscrição BRASIL, borda lisa; verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1978",Não localizado,Técnica em Metal > >Cunhagem,BRASIL||10 CENTAVOS||1970,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1970,Moeda,2.3,75518,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-236/,Brasil,Metal,Não identificado,MCP0494,Não identificada,0.1,"Peça circular metálica, cor marrom escura; anverso: perfil de figura feminina e inscrição BRASIL, borda cerrilhada; verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1970",Não localizado,Técnica em Metal > >Cunhagem,BRASIL||10 CENTAVOS||1970,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2010,Moeda,2.1,75514,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-235/,Brasil,Metal,Não identificado,MCP0493,Brasil,0.15,"Moeda circular, de metal, cobreada. Anverso: Efigie de Joaquim José da Silva Xavier e disticos BRASIL e TIRADENTES . Reverso: Alusão à bandeira nacional e inscrição 5 CENTAVOS 2010. || Bordo liso.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL TIRADENTES . Reverso: 5 CENTAVOS 2010.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2009,Moeda,2.1,75510,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-234/,Brasil,Metal,Não identificado,MCP0492,Não identificada,0.15,"Moeda circular, de metal, cobreada. Anverso: Efigie de Joaquim José da Silva Xavier e disticos BRASIL e TIRADENTES . Reverso: Alusão à bandeira nacional e inscrição 5 CENTAVOS 2009. || Bordo liso.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL TIRADENTES . Reverso: 5 CENTAVOS 2009.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2007,Moeda,2.1,75506,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-233/,Brasil,Metal,Não identificado,MCP0491,Brasil,0.15,"Moeda circular, de metal, cobreada. Anverso: Efigie de Joaquim José da Silva Xavier e disticos BRASIL e TIRADENTES . Reverso: Alusão à bandeira nacional e inscrição 5 CENTAVOS 2007. || Bordo liso.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: brasil TIRADENTES . Reverso: 5 CENTAVOS 2007.,Moeda,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1986,Moeda,2.1,75502,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-232/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0490,Não identificada,,moeda em metal prateado. Verso: Ao centro valor orlado na parte superior e inferior por inscrições. Anverso: Ao centro brasão de armas da República,Não localizado,Não identificada,Verso: Brasil 500 cruzeiros 1986,500 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1985,Moeda,2.1,75498,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-231/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0489,Não identificada,,moeda em metal prateado. Verso: Ao centro valor orlado na parte superior e inferior por inscrições. Anverso: Ao centro brasão de armas da República,Não localizado,Não identificada,Verso: Brasil 500 cruzeiros 1985,500 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1986,Moeda,2.1,75494,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-230/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0488,Não identificada,,moeda em metal prateado. Verso: Ao centro valor orlado na parte superior e inferior por inscrições. Anverso: Ao centro brasão de armas da República,Não localizado,Não identificada,Verso: Brasil 500 cruzeiros 1986,500 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1986,Moeda,2.1,75490,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-229/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0487,Não identificada,,moeda em metal prateado. Verso: Ao centro valor orlado na parte superior e inferior por inscrições. Anverso: Ao centro brasão de armas da República,Não localizado,Não identificada,Verso: Brasil 500 cruzeiros 1986,500 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1946,Moeda,"2,5",75486,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-228/,Brasil,Metal,Não identificado,MCP0486,Não identificada,"0,2","Moeda de 2 Cruzeiros, em metal dourado, contendo no verso inscrições e decorações em motivo fitomórfico. No anervso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",Não localizado,Não identificada,Verso: 2 || CRUZEIROS || 1946. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1945,Moeda,"2,5",75482,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-227/,Brasil,Metal,Não identificado,MCP0485,Não identificada,"0,2","Moeda de 2 Cruzeiros, em metal dourado, contendo no verso inscrições e decorações em motivo fitomórfico. No anervso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",Não localizado,Não identificada,Verso: 2 || CRUZEIROS || 1945. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1947,Moeda,"2,5",75478,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-226/,Brasil,Metal,Não identificado,MCP0484,Não identificada,"0,2","Moeda de 2 Cruzeiros, em metal dourado, contendo no verso inscrições e decorações em motivo fitomórfico. No anervso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",Não localizado,Não identificada,Verso: 2 || CRUZEIROS || 1947. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1946,Moeda,"2,5",75474,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-225/,Brasil,Metal,Não identificado,MCP0483,Não identificada,"0,2","Moeda de 2 Cruzeiros, em metal dourado, contendo no verso inscrições e decorações em motivo fitomórfico. No anverso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",Não localizado,Não identificada,Verso: 2 || CRUZEIROS || 1946. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1944,Moeda,"2,5",75470,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-224/,Brasil,Metal,Não identificado,MCP0482,Não identificada,"0,2","Moeda de 2 Cruzeiros, em metal dourado, contendo no verso inscrições e decorações em motivo fitomórfico. No anervso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",Não localizado,Não identificada,Verso: 2 || CRUZEIROS || 1944. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1991,Moeda,2.2,75466,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-223/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0481,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1991.,10 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1991,Moeda,2.2,75462,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-222/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0480,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1991.,10 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1991,Moeda,2.2,75458,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-221/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0479,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1991.,10 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,2.2,75454,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-220/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0478,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1990.,10 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,2.2,75450,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-219/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0477,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1990.,10 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1991,Moeda,2.2,75446,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-218/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0476,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1991.,10 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,2.2,75442,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-217/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0475,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1990.,10 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1991,Moeda,2.2,75438,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-216/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0474,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1991.,10 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1991,Moeda,2.2,75434,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-215/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0473,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1991.,10 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1991,Moeda,2.2,75430,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-214/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0472,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1991.,10 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,2.2,75426,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-213/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0471,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1990.,10 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,2.2,75422,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-212/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0470,Não identificada,,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",Não localizado,Não identificada,Verso: 10 cruzeiros Brasil. Anverso: 1990.,10 cruzeiros,
