Cidade de produção,Classificação,Data de aquisição,Data de produção/datação,Dimensões,Document,Estado de conservação,Estado de produção,Informações sobre o autor,Link do Item,Marcas/Inscrições,Material/Técnica,Modo de aquisição,Número de registro,País de produção,Procedência,Título,Data do 1º registro,Exposições,Catalogador,Notas sobre o estado de conservação,Denominação,Outros números,Estilos/Temas,Descrição de conteúdo,Resumo descritivo,Duração,Bibliografia
,02 Artes Visuais/Cinematográfica > 02.4 Estampa,17 de dezembro de 2015,1982,"Obra: 100,0 x 70,0 cm",39482,Bom,,Rubens Oestroem,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-62/,,Monotipia sobre tela,Doação,MVM0194,,Helena Becke Machado Fretta,Sem título,21/12/2016,,Rafael Muniz de Moura,,,,,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,22/12/2015,29/12/2015,"Obra: 38,0 x 28,5 cm",39481,Bom,Santa Catarina,Maria Raquel da Silva Stolf,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/ceu-da-bocaarparado-2/,,Impressão em papel jornal,Doação,MVM0193,Brasil,Jornal Notícias do Dia,“Céu da boca&arparado”,21/12/2016,Múltiplos,Rafael Muniz de Moura,,,,,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,22/12/2015,22/12/2015,"Obra: 38,0 x 28,5 cm",39480,Bom,Santa Catarina,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/oceano-pacifico-2/,,Impressão em papel jornal,Doação,MVM0192,Brasil,Jornal Notícias do Dia,“Oceano Pacífico”,21/12/2016,Múltiplos,Rafael Muniz de Moura,,,,,,,,
Florianópolis,,05 de janeiro de 2016,05/01/2016,"Impressão em papel jornal: 38,0 x 28,5 cm Escultura: 18,0 x 7,0 x 7,0 cm",39479,Bom,Santa Catarina,Carlos Franzoi,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/entrenoticias-da-serie-nos-em-nos-2/,,,Doação,MVM0191,Brasil,Jornal Notícias do Dia,"“entrenotícias”, da série “Nós em nós”",21/12/2016,Múltiplos,Rafael Muniz de Moura,,,,,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,22 de dezembro de 201,29/12/2015,"Obra: 38,0 x 28,5 cm",39478,Bom,Santa Catarina,Fran Favero,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/evaporacao-2/,,Impressão em papel jornal,Doação,MVM0190,Brasil,Jornal Notícias do Dia,“Evaporação”,21/12/2016,Múltiplos,Rafael Muniz de Moura,,,,,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,22 de dezembro de 201,22/12/2015,"Obra: 38,0 x 28,5 cm",39477,Bom,Santa Catarina,Alexandre Sequeira,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/lembrar-para-sobreviver-2/,,Impressão em papel jornal,Doação,MVM0189,Brasil,Jornal Notícias do Dia,“Lembrar para sobreviver”,21/12/2016,Múltiplos,Rafael Muniz de Moura,,,,,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,20 de março de 2014,2014,"Obra: 58,0 x 80,0 cm",39476,Bom,Santa Catarina,Bianca Tomaselli,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/parede-de-azulejos-esta-tudo-bem-2/,,Fio de cabelo humano sobre papel de algodão,Doação,MVM0188,Brasil,Bianca Tomaselli,"“Parede de azulejos, está tudo bem”",21/12/2016,Museu Victor Meirelles: Entrelaços,Rafael Muniz de Moura,,,,,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,2013,2013,Obra: variável conforme montagem,39475,Bom,Santa Catarina,Hélio Custódio Fervenza,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/ruidosilenciosos-dentrofora-2/,,"Instalação (fotografia, fitas, adesivo vinílico)",Doação,MVM0187,Brasil,Hélio Fervenza,“ruídosilenciosos dentrofora”,21/12/2016,ruídosilenciosos dentrofora,Rafael Muniz de Moura,,,,,,,,
Paris,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28 de julho de 2015,1870,"Obra: Moldura: 24,0 x 40,0 cm",39474,Bom,,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-61/,,Óleo sobre madeira,Doação,MVM0186,França,Marcelo Collaço Paulo,Sem título,03/08/2015,Museu Victor Meirelles: Entrelaços,Rafael Muniz de Moura,,,,,Representação do deus grego Apolo em sua carruagem.,,,
Ouro Preto,02 Artes Visuais/Cinematográfica > 02.4 Estampa,22 de março de 2013,Agosto de 1977,"Obra: 50,0 x 70,0 cm",39473,Bom,Minas Gerais,Antônio Diogo da Silva Parreiras,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/telhados-de-ouro-preto-exemplar-101-200-9-2/,,Serigrafia sobre papel canson 200mg,Doação,MVM0185,Brasil,Anna Letícya Quadros,“Telhados de Ouro Preto” (Exemplar: 101/200-9),05/12/2013,Novas aquisições - Moacir Scliar e Amador Perez,Rafael Muniz de Moura,Presença de fungos,,,,,,,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.4 Estampa,22 de março de 2013,2004,"Obra: 21,3 x 29,7 cm",39456,Bom,Rio de Janeiro,Amador de Carvalho Perez,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/a-taca-de-vinho-de-j-vermeer-serie-de-i-a-viii-2/,,Impressão a laser sobre papel couché,Doação,MVM0184,Brasil,Amador Perez,"“‘A Taça de Vinho’, de J. Vermeer (Série: de I a VIII)”",03/12/2013,Novas aquisições - Moacir Scliar e Amador Perez,Rafael Muniz de Moura,,,,,,,,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.6 Pintura,05 de setembro de 201,2010,"Obra: 40,0 x 50,0 cm",39455,Bom,Rio de Janeiro,Flávia Metzler,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/a-flor-pelagica-2/,,Óleo sobre linho,Doação,MVM0183,Brasil,Flávia Metzler,“A flor pelágica”,17/09/2013,"Corpos associados, de Flávia Metzler",Rafael Muniz de Moura,,Pintura,,,,,,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,27 de julho de 2013,2013,"Obra: 29,5 x 21,0 cm",39454,Bom,,Erica Kaminishi,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/paisagens-sobre-fuji-22-2/,,Desenho e colagem sobre papel,Doação,MVM0182,,Erica Kaminishi,“Paisagens sobre Fuji 22”,09/09/2013,"Palavras Fluidas, de Érica Kaminishi",Rafael Muniz de Moura,,Desenho,,,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,agosto de 2012,,"Obra: 28,0 x 42,0 cm",39453,Bom,Santa Catarina,Eliseu D'Angelo Visconti,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/vue-de-lile-de-ste-catherine-2/,,Gravura,Doação,MVM0181,Brasil,Ylmar Correa Neto,Vue de L’Île de Ste. Catherine,13/11/2012,"Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Viagem em torno do museu | Você que faz versos, de Walmor Corrêa",Rafael Muniz de Moura,,Gravura,,,,,,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,03 de julho de 2012,,"Obra: 15,5 x 14,5 cm",39452,Bom,,Mariana Silva da Silva,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-60/,“Oscar P. da Silva” (cid) “Coleção Paulo e Sara Poyares dos Reis” (vc) Carimbo (vc),Óleo sobre madeira,Doação,MVM0180,,Sara Regina Poyares dos Reis,Sem título,24/05/2012,Tributo a Victor Meirelles: 180 anos de nascimento do artista | ,Fernando Chíquio Boppré||Rafael Muniz de Moura,,Pintura,,,,Busto de mulher com tecido branco sobre os cabelos louros e batom vermelho.,,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,03 de julho de 2012,1854/1856 (circa),"Obra: 30,5 x 18,0 cm Moldura: 40,4 x 27,4 x 4,0 cm",39449,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-traje-58/,“Victor” (cid),Óleo sobre cartão,Doação,MVM0179,Itália,Sara Regina Poyares dos Reis,Estudo de traje,24/05/2012,Tributo a Victor Meirelles: 180 anos de nascimento do artista,Fernando Chíquio Boppré||Rafael Muniz de Moura,,Pintura,,,Este estudo de traje foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,,,
,02 Artes Visuais/Cinematográfica > 02.3 Escultura,07 de março de 2012,2007,"Obra: 13,5 x 8,0 x 1,5 cm",39448,Bom,,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/espadinha-2/,,Fundição em bronze,Doação,MVM0178,,Sociedade Amigos do Projeto Leonilson,“Espadinha”,28/02/2012,A cada peça um universo: a construção de uma coleção de arte | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Múltiplos,,,,"""65/100"" (Projeto Leonilson), ""Inv.178-mvm"" (atribuído pelo MVM).",,"Exemplar (n° 65) de uma tiragem especial de 100 números comercializáveis e 30 hors commerce, comemorativa dos 50 anos do nascimento de Leonilson.",,,
,02 Artes Visuais/Cinematográfica > 02.4 Estampa,07 de março de 2012,1992 (circa),"Obra: 50,0 x 70,0 cm",39447,Bom,,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-59/,“5/20” (cid),Litografia sobre papel,Doação,MVM0177,,Sociedade Amigos do Projeto Leonilson e da Associação de Amigos do Museu Victor Meirelles,Sem título,28/02/2012,A cada peça um universo: a construção de uma coleção de arte,,,Gravura,"""PL.2388.9/05"" (Projeto Leonilson), ""Inv.177-mvm"" (atribuído pelo MVM).",,"A obra de arte faz parte do conjunto de gravuras encomendadas a 10 artistas para as comemorações municipais do centenário de Mário de Andrade, sob a curadoria de Aracy Amaral. A gravura foi encomendada pelo governo do Estado de São Paulo. Sua matriz e alguns exemplares pertencem à Pinacoteca do Estado de São Paulo.","Composição com corpo humano e rio, dois copos, banjo e harpa em linhas pretas e cinco bolas amarelas sobre fundo branco.",,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,2011,2000,,39446,Bom,Rio de Janeiro,Rosângela Rennó Gomes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/vera-cruz-2/,,"Vídeo monocanal, formato hdv/dvd disc ntsc-color/sound",Doação,MVM0176,Brasil,Rosângela Rennó,“Vera Cruz”,16/11/2011,"Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Turista Transcendental, de Rosângela Rennó",Rafael Muniz de Moura,,Vídeo-arte,"""Inv.176-mvm"" (atribuído pelo MVM).",,,,Duração: 44’,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,2011,2011,,39445,Bom,Rio de Janeiro,Rosângela Rennó Gomes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/uyuni-sutra-2/,,"Vídeo monocanal, formato hdv/dvd disc ntsc-color/sound",Doação,MVM0175,Brasil,Rosângela Rennó,“Uyuni Sutra”,16/11/2011,"Turista Transcendental, de Rosângela Rennó | Museu Victor Meirelles: Entrelaços",Rafael Muniz de Moura,,Vídeo-arte,"""Inv.175-mvm"" (atribuído pelo MVM).",,,,Duração: 23’14”,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,2011,2011,,39444,Bom,Rio de Janeiro,Rosângela Rennó Gomes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/kundalini-freedom-2/,,"Vídeo monocanal, formato hdv/dvd disc ntsc-color/sound",Doação,MVM0174,Brasil,Rosângela Rennó,“Kundalini Freedom”,16/11/2011,"Turista Transcendental, de Rosângela Rennó",Rafael Muniz de Moura,,Vídeo-arte,"""Inv.174-mvm"" (atribuído pelo MVM).",,,,Duração: 11’29”,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,2011,11/2009,,39443,Bom,Rio de Janeiro,Rosângela Rennó Gomes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/bouk-ring-loop-2/,,"Vídeo monocanal, formato hdv/dvd disc ntsc-color/sound",Doação,MVM0173,Brasil,Rosângela Rennó,“Bouk [Ring/Loop]”,16/11/2011,"Turista Transcendental, de Rosângela Rennó",Rafael Muniz de Moura,,Vídeo-arte,"""Inv.173-mvm"" (atribuído pelo MVM).",,"Vídeo monocanal realizado a partir de tomadas feitas na Ilha da Reunião, França Ultramarina, em novembro de 2006.",,Duração: 111’,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,2011,2011,,39442,Bom,Rio de Janeiro,Rosângela Rennó Gomes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/anuloma-viloma-azteca-2/,,"Vídeo monocanal, formato hdv/dvd disc ntsc-color/sound",Doação,MVM0172,Brasil,Rosângela Rennó,“Anuloma-Viloma Azteca”,16/11/2011,"Turista Transcendental, de Rosângela Rennó",Rafael Muniz de Moura,,Vídeo-arte,"""Inv.172-mvm"" (atribuído pelo MVM).",,,,Duração: 26’41”,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.4 Estampa,09 de novembro de 2010,1995,"Obra: 51,3 x 71,6 cm",39441,Bom,Rio de Janeiro,Fayga Perla Ostrower,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/9503-2/,“2/50” (cie) “Ostrower 1995” (ebc),Gravura em metal sobre papel,Doação,MVM0171,Brasil,Anna Leonor Ostrower,“9503”,03/01/2011,A cada peça um universo: a construção de uma coleção de arte,,,Gravura,"""Inv.171-mvm"" (atribuído pelo MVM).",,,,,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.4 Estampa,09 de novembro de 2010,1994,"Obra: 51,0 x 77,0 cm",39440,Bom,Rio de Janeiro,Fayga Perla Ostrower,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/9406-2/,“6/50” (cie) “Ostrower 1994” (ebc),Xilogravura sobre papel,Doação,MVM0170,Brasil,Anna Leonor Ostrower,“9406”,03/01/2011,,,,Gravura,"""Inv.170-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.4 Estampa,22 de junho de 2010,2009,"Obra: 39,0 x 22,5 x 2,5 cm",39439,Bom,Paraná,André Rigatti,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-58/,“André Rigatti” (ebc do chassis),Serigrafia termo expandida sobre lã,Doação,MVM0169,Brasil,André Rigatti,Sem título,,,,,Gravura,"""Inv.169-mvm"" (atribuído pelo MVM).",,,"A obra é esticada sobre chassis de madeira e fixada no verso com grampos de ferro. O suporte é em tecido 100% lã texturizada, nas tonalidades de azul, cinza e preto. O desenho, que possui tom de cinza, é impresso com serigrafia e a tinta adquire relevo após ser submetida a altas temperaturas com soprador térmico. Obra composta por uma forma geométrica rotacionada e sobreposta, gerando aspecto similar a grades ou linhas assimátricas localizada na parte superior e inferior da obra sobre fundo de lã azul marinho.",,
Curitiba,02 Artes Visuais/Cinematográfica > 02.4 Estampa,22 de junho de 2010,2009,"Obra: 40,0 x 50,0 x 2,5 cm",39438,Bom,Paraná,André Rigatti,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-57/,“André Rigatti” (ebc do chassis),Serigrafia termo expandida sobre lã,Doação,MVM0168,Brasil,André Rigatti,Sem título,,O olhar que roça a superfície,,,Gravura,"""Inv.168-mvm"" (atribuído pelo MVM).",,,"A obra é esticada sobre chassis de madeira e fixada no verso com grampos de ferro. O suporte é em tecido 100% lã texturizada, nas tonalidades de azul, cinza e preto. O desenho, que possui tom de cinza, é impresso com serigrafia e a tinta adquire relevo após ser submetida a altas temperaturas com soprador térmico. Obra composta por uma forma geométrica rotacionada e sobreposta, gerando aspecto similar a grades ou linhas assimátricas localizada no canto inferior esquerdo da obra sobre lã texturizada.",,
Florianópolis,10 Comunicação > 10.1 Documento,12 de agosto de 2009,2007,"Obra: 50,0 x 140,0 cm Cada foto: 50,0 x 70,0 cm",39433,Bom,Santa Catarina,Fabiana Feronha Wielewicki,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/azul-marinho-diptico-2/,,Fotografia colorida,Doação,MVM0167,Brasil,Fabiana Wielewicki,“Azul marinho: díptico”,31/08/2009,"Artistas catarinenses no acervo do Museu Victor Meirelles | 2ª natureza, de Fabiana Wielewicki",Julia Moraes,,Fotografia,"""Inv.167-mvm A/B"" e ""Inv.167-mvm B/B"" ",,,"Díptico formado por duas fotografias. Na fotografia à esquerda, figura feminina de costas sentada sobre pano azul na praia, olhando para livro aberto. Na fotografia à direita, figura feminina de costas sentada sobre pano azul em uma sacada de apartamento, olhando para livro aberto atrás de duas cortinas azuis.",,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.4 Estampa,16 de junho de 2009,1996,"Obra: 50,9 x 36,6 cm Imagem: 45,3 x 30,8 cm",39430,Bom,Rio de Janeiro,Fayga Perla Ostrower,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/9806-2/,“15/35” (cie) “9806” (cie) “Ostrower 96” (cid),Serigrafia sobre papel,Doação,MVM0166,Brasil,Anna Leonor Ostrower,“9806”,31/08/2009,,,,Gravura,"""Inv.166-mvm"" (atribuído pelo MVM).",,,"Desenho abstrato central em azul, branco, roxo e preto em fundo ocre impresso na cor laranja.",,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.4 Estampa,16 de junho de 2009,2001,"Obra: 75,5 x 55,9 cm Imagem: 69,3 x 49,7 cm",39427,Bom,Rio de Janeiro,Fayga Perla Ostrower,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/2101-2/,“11/50” (cie) “2101” (cie) “Ostrower 2001” (cid) “69.5 x 10” (vebe),Serigrafia sobre papel,Doação,MVM0165,Brasil,Anna Leonor Ostrower,“2101”,31/08/2009,,,,Gravura,"""Inv.165-mvm"" (atribuído pelo MVM).",,,"Desenho abstrato central em  marrom e nas laterais direita e esquerda listas em azuis, roxo e laranja azul em fundo ocre.",,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.4 Estampa,16 de junho de 2009,2001,"Obra: 75,6 x 55,8 cm Imagem: 70,5 x 51,8 cm",39424,Bom,Rio de Janeiro,Fayga Perla Ostrower,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/2103-2/,“3/30” (cie) “2103” (cie) “Ostrower 2001” (ebc),Serigrafia sobre papel,Doação,MVM0164,Brasil,Anna Leonor Ostrower,“2103”,13/08/2009,,,,Gravura,"""Inv.164-mvm"" (atribuído pelo MVM).",,,"No centro da obra um círculo amarelo na lateral central a esquerda e no centro prolongando-se para o canto superior direito “ramos” de cor rocha. Completando o plano central sob esses dois desenhos uma faixa de cor amarela e uma de cor laranja finalizadas com uma faixa estreita azul claro em cada extremidades. As margens possuem duas cores, a metade superior é preta e a metade inferior é azul.",,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.4 Estampa,16 de junho de 2009,1980,"Obra: 80,0 x 61,0 cm Imagem: 60,1 x 39,0 cm",39423,Bom,Rio de Janeiro,Fayga Perla Ostrower,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/8013-2/,“90/100” (cie) “Ostrower 1980” (cid) “8013” (cie) “8013” (vcid),Litografia sobre papel,Doação,MVM0163,Brasil,Anna Leonor Ostrower,“8013”,13/08/2009,,,,Gravura,"""Inv.163-mvm"" ",,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,10 de março de 200,1997,"Obra: 29,8 x 39,9 cm",39422,Bom,Santa Catarina,Carlos Alberto Carneiro Asp,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/3-campos-2/,“3 campos” (cie) “Casp 97” (cid),Impressão a laser sobre papel,Doação,MVM0162,Brasil,Carlos Asp,“3 campos”,13/03/2009,A cada peça um universo: a construção de uma coleção de arte,,,Gravura digital,"""Inv.162-mvm"" (atribuído pelo MVM).",,,,,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,março de 2009,,"Obra: 32,3 x 24,0 cm",39419,Bom,,Mariana Silva da Silva,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/natureza-morta-2/,,Aquarela sobre papel,Doação,MVM0161,,Sara Regina Poyares dos Reis,Natureza morta,13/03/2009,Tributo a Victor Meirelles: 180 anos de nascimento do artista | ,,,Pintura,"""Inv.161-mvm"" (atribuído pelo MVM).",Natureza morta,,Flores em tons de branco dentro de vaso de plantas em tons de branco com detalhes em tons de azul sobre mesa com toalha e objetos.,,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,março de 2009,1915,"Obra: 13,5 x 17,8 cm",39416,Bom,,Belmiro Barbosa de Almeida Junior,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/barco-a-vela-2/,,Óleo sobre madeira,Doação,MVM0160,,Sara Regina Poyares dos Reis,Barco à vela,13/03/2009,Tributo a Victor Meirelles: 180 anos de nascimento do artista | Museu Victor Meirelles: Entrelaços | ,,,Pintura,"""Inv.160-mvm"" (atribuído pelo MVM).",,,"Barco à vela sobre o mar. Ao fundo, montanhas e outras embarcações.",,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,março de 2009,,"Obra: 19,9 x 18,9 cm",39413,Bom,,César Rossi,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/cabeca-de-mulher-4/,,Óleo sobre cartão,Doação,MVM0159,,Sara Regina Poyares dos Reis,Cabeça de mulher,13/03/2009,Victor Meirelles – Construção | Tributo a Victor Meirelles: 180 anos de nascimento do artista | Museu Victor Meirelles: Entrelaços | ,,,Pintura,"""Inv.159-mvm"" (atribuído pelo MVM).",,,"Figura feminina de coque, virada de lado, com o rosto voltado à direita.",,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.2 Desenho,março de 2009,1921,"Obra: 20,6 x 30,0 cm",39410,Bom,Rio de Janeiro,Antônio Diogo da Silva Parreiras,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/embarcacoes-2/,,Aquarela sobre papel,Doação,MVM0158,Brasil,Sara Regina Poyares dos Reis,Embarcações,13/03/2009,Victor Meirelles – Construção | Tributo a Victor Meirelles: 180 anos de nascimento do artista | Museu Victor Meirelles: Entrelaços | ,,,Desenho,"""Inv.158-mvm"" (atribuído pelo MVM).",Paisagem marinha,,Barcos sobre o mar atracados em terra. Árvores à esquerda.,,
Paris,02 Artes Visuais/Cinematográfica > 02.2 Desenho,março de 2009,1893/1894 (circa),"Obra: 44,3 x 32,3 cm",39407,Regular,,César Rossi,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-nu-masculino-2/,“E. Visconti” (cie) “Paris” (cie),Grafite sobre papel,Doação,MVM0157,França,Sara Regina Poyares dos Reis,Estudo de nu masculino,13/03/2009,Victor Meirelles – Construção | Museu Victor Meirelles: Entrelaços | ,,Suporte amarelecido com manchas generalizadas de fungos.,Desenho,"""Inv.157-mvm"" (atribuído pelo MVM).",,,"Figura masculina nua, virada à esquerda, com a perna direita estendida e o joelho esquerdo dobrado. Mão esquerda sobre joelho dobrado.",,
,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,março de 2009,2008,"Obra: 90,0 x 90,0 cm",39406,Bom,,Daniel Senise Portela,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/w-l-140-setembro-08-07-09-2/,“Daniel Senise 2008” (vc) “W. L. 140 – setembro 08” (vc) “DSI – 04 – 08 07 – 05” (vc),Colagem e impressão em jato de tinta sobre papel,Doação,MVM0156,,Daniel Senise,“W. L. 140 – Setembro 08 – 07/09”,13/03/2009,Trabalhos Recentes | Museu Victor Meirelles: Entrelaços,,,Fotografia,"""Inv.156-mvm"" (atribuído pelo MVM).",,,"Fotografia de forro antigo, com variações de cor entre o preto, amarelo e branco.",,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2003,"Obra: 11,6 x 17,2 cm",39403,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-24/,,Nanquim sobre papel,Doação,MVM0155,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,,,,Desenho,"""Inv.155-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2003,"Obra: 15,8 x 15,7 cm",39400,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-23/,,Nanquim sobre papel,Doação,MVM0154,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,Viagem em torno do museu,,,Desenho,"""Inv.154-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2004,"Obra: 14,3 x 18,0 cm",39397,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-22/,,Nanquim sobre papel,Doação,MVM0153,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,,,,Desenho,"""Inv.153-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2004,"Obra: 14,1 x 17,1 cm",39394,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-21/,,Nanquim sobre papel,Doação,MVM0152,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,,,,Desenho,"""Inv.152-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2004,"Obra: 13,5 x 14,0 cm",39391,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-20/,,Nanquim sobre papel,Doação,MVM0151,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,,,,Desenho,"""Inv.151-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2004,"Obra: 11,9 x 19,0 cm",39388,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-19/,,Nanquim sobre papel,Doação,MVM0150,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,,,,Desenho,"""Inv.150-mvm"" (atribuído pelo MVM).",,,,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.2 Desenho,18/11/2008,2003,"Obra: 11,7 x 20,7 cm",39385,Bom,Paraná,Luiz Rodolfo Annes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-o-homem-permanecido-18/,,Nanquim sobre papel,Doação,MVM0149,Brasil,Luiz Rodolfo Annes,"Sem título, da série “O homem permanecido”",13/03/2009,,,,Desenho,"""Inv.149-mvm"" (atribuído pelo MVM).",,,,,
