Autor,Classificação,Data de produção,Denominação,Document,Estado de conservação,Link do Item,Local de produção,Modo de aquisição,Número de registro,Resumo descritivo,Título,Material/Técnica
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12610,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-fumando-charuto-e-tocando-piano-e-walter-burle-marx-na-residencia-dos-amigos-n-singer/,,Doação,1980.16.070,Anotação manuscrita no verso “Acompanhando Aracy Belos Campos em Nhapopé em N. York recepção em sua homenagem...”,Villa-Lobos fumando charuto e tocando piano e Walter Burle Marx na residência dos amigos N. Singer,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12612,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-tocando-piano-walter-burle-marx-de-oculos-e-asdrubal-lima-na-residencia-dos-amigos-singer/,,Doação,1977.16.288,,"Villa-Lobos tocando piano, Walter Burle Marx, de óculos, e Asdrubal Lima na residência dos amigos Singer",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12614,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-apos-receber-a-proclamacao-do-prefeito-da-cidade-de-nova-york/,EUA > Nova York,Doação,1977.16.174,"Com Arminda, Dora Vasconcellos (atrás, entre Villa-Lobos e Arminda), Sr. e Sra. Jayme de Barros (ela atrás de chapéu preto, ele o último à esq. na foto) e outros não identificados","Villa-Lobos, após receber a ‘Proclamação’ do Prefeito da cidade de Nova York",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12616,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-na-inauguracao-de-uma-placa-no-teatro-municipal-de-sao-paulo-durante-a-semana-villa-lobos/,,Doação,1985.16.002,"À esquerda, com a mão sobre a bandeira de São Paulo o Sr. Goffredo da Silva Telles Junior. ","Villa-Lobos e Arminda na inauguração de uma placa no Teatro Municipal de São Paulo, durante a Semana Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12618,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-por-ocasiao-da-entrega-do-titulo-cidadao-de-sao-paulo-concedido-pela-camara-estadual-de-sao-paulo-durante-a-semana-villa-lobos-realizada-em-comemoracao-aos-seus-70-an/,,Doação,1982.16.199,,"Villa-Lobos, por ocasião da entrega do título “Cidadão de São Paulo”, concedido pela Câmara Estadual de São Paulo, durante a Semana Villa-Lobos, realizada em comemoração aos seus 70 anos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12620,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/goffredo-da-silva-telles-junior-entre-villa-lobos-e-a-sra-goffredo-da-silva-telles-por-ocasiao-da-inauguracao-de-uma-placa-no-theatro-municipal-de-sao-paulo-como-parte-das-comemoracoes-da-semana-vil/,,Doação,1982.16.183,,"Goffredo da Silva Telles Junior entre Villa-Lobos e a Sra. Goffredo da Silva Telles por ocasião da inauguração de uma placa no Theatro Municipal de São Paulo, como parte das comemorações da Semana Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12622,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-entre-nao-identificados-semana-villa-lobos/,,Doação,1982.16.177,,Villa-Lobos entre não identificados. Semana Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12624,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-o-quarteto-sao-paulo-cordas/,,Doação,1982.16.083,"Da dir. para esq.: Alexandre Schaffman, Calixto Corazza, Gino Alfonsi, Villa-Lobos e Johanes Oelsner. Semana Villa-Lobos. Manuscrito no verso “bilhete anexo à reprodução: Ana Stella Schic promoveu esta semana”.",Villa-Lobos e o Quarteto São Paulo (cordas),Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12626,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-o-quarteto-sao-paulo-haydn-de-cordas-durante-a-semana-villa-lobos/,,Doação,1982.16.082,"Da dir. para esq.: Alexandre Schaffman, Calixto Corazza, Gino Alfonsi, Villa-Lobos e Johannes Oelsner. Semana Villa-Lobos. Manuscrito no verso “bilhete anexo à reprodução: Ana Stella Schic promoveu esta semana”. ","Villa-Lobos e o Quarteto São Paulo (Haydn), de cordas, durante a Semana Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12628,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-julieta-strutt-ultima-a-direita-com-um-grupo-de-criancas-e-jovens-na-inauguracao-do-conservatorio-villa-lobos-semana-villa-lobos/,,Doação,1982.16.064,,"Villa-Lobos e Julieta Strutt, última à direita, com um grupo de crianças e jovens na inauguração do Conservatório Villa-Lobos. Semana Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12630,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/almoco-oferecido-pelo-maestro-joao-batista-juliao-calvo-sentado-a-mesa-por-ocasiao-de-uma-festividade-do-conservatorio-de-musica-na-semana-villa-lobos/,,Doação,1980.16.095,"Da dir. para esq., sentados: Octacílio Braga (1º), Arminda (2ª), Villa-Lobos (4º), João Batista Julião (5º); de pé: Julieta Strutt (1ª), Roberto Strutt (3º) e Otávio Vieira Brandão (5º).Obs: No verso, encontra-se carimbado “Jayro Marcondes. 9-9623 - S. Paulo”","Almoço oferecido pelo maestro João Batista Julião (calvo, sentado à mesa) por ocasião de uma festividade do Conservatório de Música, na Semana Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12632,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-orquestra-e-a-soprano-magdalena-lebeis-na-1a-audicao-do-poema-de-itabira-semana-villa-lobos/,,Doação,1980.16.080,,Villa-Lobos regendo orquestra e a soprano Magdalena Lébeis na 1ª audição do “Poema de Itabira”. Semana Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12634,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/semana-villa-lobos-3/,,Doação,1977.16.261,"Da dir. para esq.: Souza Lima (de sobretudo e óculos com aro escuro), Marguerite Long (de boina), Villa-Lobos, Goffredo da Silva Telles Junior (de terno risca de giz, ao lado de VL), Profa Ercília, Octacílio Braga (de óculos com aro escuro), a pianista Anna-Stella Schic.",Semana Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12636,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-na-radio-gazeta/,,Doação,1977.16.183,,Villa-Lobos regendo na Rádio Gazeta,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12638,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-com-o-musicologo-rossini-tavares-de-lima/,,Doação,1977.16.181,,Villa-Lobos com o musicólogo Rossini Tavares de Lima,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12640,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/25o-aniversario-da-sema-superintendencia-de-educacao-musical-e-artistica-lucilia-villa-lobos-1a-sentada-a-esquerda-atras-no-canto-direito-jose-vieira-brandao-na-fila-intermediaria-mais-a-esq/,,Doação,2003.16.054,,"25º aniversário da SEMA - Superintendência de Educação Musical e Artística. Lucília Villa-Lobos, 1ª sentada à esquerda, atrás, no canto direito José Vieira Brandão, na fila intermediária, mais à esq. de terno claro Sylvio Salema",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12642,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/25o-aniversario-da-sema-superintendencia-de-educacao-musical-e-artistica/,,Doação,2003.16.053,"Lucília Villa-Lobos, 1ª sentada à esquerda. Na fila de trás, à esq. de Lucília, de terno claro Sylvio Salema no canto direito José Vieira Brandão, na fila intermediária, mais à esquerda.",25º aniversário da SEMA - Superintendência de Educação Musical e Artística,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12644,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-jose-vieira-brandao-e-nao-identificados-por-ocasiao-da-entrega-da-medalha-anchieta-conferida-pela-prefeitura-do-entao-distrito-federal-em-homenagem-aos-70-anos-do-compositor/,,Doação,2002.16.053,,"Villa-Lobos e José Vieira Brandão e não identificados, por ocasião da entrega da Medalha Anchieta, conferida pela Prefeitura do então Distrito Federal, em homenagem aos 70 anos do compositor",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12646,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-junto-a-escada-de-aviao-no-aeroporto-do-galeao/,,Doação,1983.16.120,,"Villa-Lobos e Arminda junto à escada de avião, no aeroporto do Galeão",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12648,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-desembarcando-no-aeroporto-do-galeao-chegando-de-nova-york/,Brasil > Rio de Janeiro,Doação,1982.16.141,"À direita, Esaú de Carvalho. Rio de Janeiro, 1957Obs: Esaú de Carvalho, irmão do maestro Eleazar, que era diretor da Rádio Educadora.","Villa-Lobos e Arminda desembarcando no Aeroporto do Galeão, chegando de Nova York",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12650,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/homenagem-a-pianista-marguerite-long-na-academia-de-musica-lorenzo-fernandez/,,Doação,1982.16.117,"Da dir. para esq.: Arminda (1ª), Helena Lorenzo Fernandez (2ª), Villa-Lobos (3º), Marguerite Long (4ª), Cristina Maristany (6ª).",Homenagem a pianista Marguerite Long na Academia de Música Lorenzo Fernandez,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12652,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-fumando-charuto-e-jogando-bilhar-na-associacao-brasileira-de-imprensa-abi-2/,,Doação,1982.16.019,,Villa-Lobos fumando charuto e jogando bilhar na Associação Brasileira de Imprensa - ABI,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12654,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-fumando-charuto-e-jogando-bilhar-na-associacao-brasileira-de-imprensa-abi/,Brasil > Rio de Janeiro,Doação,1977.16.322,,Villa-Lobos fumando charuto e jogando bilhar na Associação Brasileira de Imprensa - ABI,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12656,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/da-dir-para-esq-arminda-2a-villa-lobos-3o-herbert-moses-4o-andrade-muricy-5o-e-octacilio-souza-braga-7o-que-substituia-villa-lobos-no-conservatorio-quando-o-compositor-viajava-e-ou/,,Doação,1977.16.191,,"Da dir. para esq.: Arminda (2ª), Villa-Lobos (3º), Herbert Moses (4º), Andrade Muricy (5º) e Octacílio Souza Braga (7º) - que substituía Villa-Lobos no Conservatório quando o compositor viajava - e outras pessoas não identificadas.",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12658,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-em-pose-de-escrever-2/,,Doação,1977.16.176,,Villa-Lobos em pose de escrever,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12660,Ruim,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-mostrando-o-instrumento-pio/,,Doação,2003.16.077,,Villa-Lobos mostrando o instrumento ‘Pio’,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12662,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/foto-de-um-desenho-de-villa-lobos-e-com-assinatura-do-artista-mezzadra/,,Doação,1980.16.165,,Foto de um desenho de Villa-Lobos e com assinatura do artista [Mezzadra],Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12664,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-de-terno-e-gravata/,,Doação,1977.16.179,,Villa-Lobos de terno e gravata,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12666,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-rene-chalan-a-solista-maria-kareska-e-membros-da-orquestra/,,Doação,1977.16.127,,"Villa-Lobos, René Chalan, a solista Maria Kareska e membros da orquestra",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1957,Fotografia,12668,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/arminda-2a-villa-lobos-3o-herbert-moses-4o-octacilio-braga-7o-e-nao-identificados/,Brasil > Rio de Janeiro,Doação,1983.16.135,,"Arminda (2ª), Villa-Lobos (3º), Herbert Moses (4º), Octacílio Braga (7º) e não identificados",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12670,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-diante-da-orquestra-e-coro-da-radiodifusao-francesa-agradecendo-aplausos-por-ocasiao-da-1a-audicao-mundial-da-sinfonia-no-10-sume-pater-patrium/,,Doação,2008.16.055,,"Villa-Lobos diante da orquestra e coro da radiodifusão francesa, agradecendo aplausos, por ocasião da 1ª audição mundial da “Sinfonia Nº 10 (Sumé Pater Patrium)”",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12672,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-a-pianista-felicja-blumental-e-a-orquestra-nacional-da-radiodifusao-francesa-durante-gravacao-do-concerto-no-5/,,Doação,1980.16.071,,Villa-Lobos regendo a pianista Felicja Blumental e a Orquestra Nacional da Radiodifusão Francesa durante gravação do Concerto Nº 5,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12674,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-ouvindo-gravacao-do-descobrimento-do-brasil-na-sala-da-pathe-marconi/,,Doação,1977.16.248,,"Villa-Lobos e Arminda, ouvindo gravação do Descobrimento do Brasil, na sala da Pathé Marconi",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12676,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-nao-identificados-numa-pausa-da-gravacao-de-descobrimento-do-brasil/,,Doação,1977.16.247,,"Villa- Lobos, Arminda e não identificados numa pausa da gravação de ‘Descobrimento do Brasil’",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12678,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/jantar-de-despedida-no-restaurante-nino-em-frente-ao-hotel-bedford-5/,França > Paris,Doação,1977.16.153,"Sentados à mesa da esquerda para direita: Villa-Lobos (4º), Marguerite Long (5ª), Labieno Salgado dos Santos (6º) e Sra. (7ª), Florent Schmitt (9º), Arminda (10ª) e não identificados.Obs 1: Manuscrito no verso: “Sotero Cosme (diplomata e pintor bra) Sr. Emb. Labieno Salgado dos Santos (sentado à cabeceira da mesa) e Sra., compositor francês Florent Schimt, Madame Frederic Moreau Nino, proprietário do restaurante. Restaurante Nino em frente ao Hotel Bedford. Na entrada do rest., no bar a fotografia de VL. 1956”.","Jantar de despedida no restaurante Nino, em frente ao Hotel Bedford",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12680,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-no-hotel-alrae/,,Doação,1984.16.071,,"Villa-Lobos, no Hotel Alrae",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12682,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-45/,,Doação,1983.16.033,,Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12684,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-44/,,Doação,1982.16.179,,Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12686,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-ao-piano-4/,,Doação,1982.16.113,,Villa-Lobos ao piano,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12690,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/da-esquerda-para-direita-walter-burle-marx-marcos-romero-e-villa-lobos/,,Doação,1977.16.245,"Da dir. para esq.: Walter Burle Marx, Marcos Romero e Villa-Lobos, Nova York, 1956","Da esquerda para direita: Walter Burle Marx, Marcos Romero e Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12692,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/arminda-e-villa-lobos-em-sua-mesa-de-trabalho/,,Doação,1977.16.161,,"Arminda e Villa-Lobos, em sua mesa de trabalho",Fotografia colorida; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12694,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/heitor-villa-lobos-13/,,Doação,1977.16.160,,Heitor Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12696,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-concedendo-entrevista/,,Doação,1977.16.155,,Villa-Lobos concedendo entrevista,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12698,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-segurando-caixa-de-charutos-em-sua-residencia/,,Doação,1982.16.077,,"Villa-Lobos, segurando caixa de charutos, em sua residência",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12700,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-em-sua-residencia/,Brasil > Rio de Janeiro,Doação,1977.16.154,,Villa-Lobos em sua residência,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12702,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-o-presidente-juscelino-kubitschek-na-residencia-de-negrao-de-lima/,,Doação,1977.16.149,Gilson Amado (1º) e Reynaldo Reis secretário do Prefeito Negrão de Lima (sorrindo atrás de JK).,Villa-Lobos e o presidente Juscelino Kubitschek na residência de Negrão de Lima.,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12704,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-bruxelas/,Bélgica > Bruxelas,Doação,1980.16.120,,Villa-Lobos. Bruxelas,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12706,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-nao-identificado-3/,,Doação,2002.16.115,,Villa-Lobos e não identificado,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12708,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/folha-de-contato-villa-lobos-e-nao-identificado/,,Doação,2002.16.110,,Folha de contato. Villa-Lobos e não identificado,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12710,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/folha-de-contato-villa-lobos-arminda-e-nao-identificado/,,Doação,2002.16.109,,"Folha de contato. Villa-Lobos, Arminda e não identificado",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12712,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/folha-de-contato-villa-lobos-arminda-e-nao-identificados/,,Doação,2002.16.108,,"Folha de contato. Villa-Lobos, Arminda e não identificados",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12714,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-ao-piano-3/,,Doação,1982.16.133,,Villa-Lobos ao piano,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12716,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-the-nutcracker-o-quebra-nozes-com-arranjo-de-villa-lobos/,,Doação,1982.16.131,,"Villa-Lobos, “The Nutcracker” (“O Quebra-Nozes”) com arranjo de Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1956,Fotografia,12718,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-sentado-ao-piano-com-a-pianista-magdalena-tagliaferro/,,Doação,1977.16.249,,Villa-Lobos sentado ao piano com a pianista Magdalena Tagliaferro,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12720,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-ensaio-da-orquestra-da-sociedade-de-concertos-do-conservatorio-de-paris-2/,França > Paris,Doação,1977.16.146,,Villa-Lobos regendo ensaio da Orquestra da Sociedade de Concertos do Conservatório de Paris,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12722,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/arminda-no-hotel-alrae/,,Doação,2002.16.019,,Arminda no Hotel Alrae,Fotografia colorida; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12724,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-ao-lado-do-compositor-edgard-varese-e-senhora-com-arminda-e-seu-sobrinho-julio-cesar-dutra-no-hotel-alrae/,,Doação,1984.16.041,,"Villa-Lobos ao lado do compositor Edgard Varese e Senhora, com Arminda e seu sobrinho Júlio Cesar Dutra, no Hotel Alrae",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12726,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-em-refeicao-na-residencia-do-maestro-burle-marx/,,Doação,1980.16.126,,"Villa-Lobos, em refeição na residência do Maestro Burle Marx",Fotografia colorida; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12728,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-no-intervalo-do-concerto-em-que-regeu-a-orquestra-da-filadelfia-philadelphia-orchestra/,,Doação,1980.16.076,,Villa-Lobos no intervalo do concerto em que regeu a Orquestra da Filadélfia (Philadelphia Orchestra),Fotografia colorida; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12730,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-camargo-guarnieri-e-a-esposa-lavinia-lucilia-guigui-a-menina-e-mario-filho-de-guarnieri/,,Doação,2003.16.074,,"Villa-Lobos, Camargo Guarnieri e a esposa Lavínia, Lucilia, Guigui, a menina, e Mário, filho de Guarnieri",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12732,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-em-sua-residencia-com-o-compositor-walter-burle-marx-sentado-de-perfil-e-o-jornalista-luciano-carneiro-de-pe/,,Doação,1977.16.150,,"Villa-Lobos, em sua residência, com o compositor Walter Burle Marx, sentado de perfil, e o jornalista Luciano Carneiro, de pé",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12736,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-a-orquestra-filarmonica-de-viena/,,Doação,1983.16.068,,Villa-Lobos e a Orquestra Filarmônica de Viena,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12738,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-nao-identificados-intervalo-do-ensaio-com-a-orquestra-sinfonica-de-viena-wiener-symphoniker/,,Doação,1980.16.160,,Villa-Lobos e não identificados [intervalo do ensaio com a Orquestra Sinfônica de Viena (Wiener Symphoniker)],Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12740,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-ensaiando-a-orquestra-sinfonica-de-viena-wieneker-synfoniker-no-grosser-konzerthaus-saal-5/,Áustria > Viena,Doação,1980.16.149,"Existem divergências nas datas anotadas no verso das fotos. Em quase todas está escrito “março de 1955”, mas no verso da foto 1982-16A-221 está manuscrito com a caligrafia de Arminda “Concerto do dia 14-3-953” e na foto 2004-16A-069 “ensaio da Orquestra de Viena (13/3/953)”, e para confirmar existe um programa do concerto de Villa-Lobos regendo a Wieneker Synfoniker, no Grosser Konzerthaus Saal (sala de concerto que aparece nas fotos) de Viena, com a data de 14-3-1953.","Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wieneker Synfoniker), no Grosser Konzerthaus Saal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12742,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-felicja-blumental-no-concerto-com-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal/,Áustria > Viena,Doação,1977.16.273,,"Villa-Lobos e Felicja Blumental no concerto com a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12746,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/arminda-dora-vasconcelos-nao-identificado-e-villa-lobos/,,Doação,1983.16.098,,"Arminda, Dora Vasconcelos, não identificado e Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1955,Fotografia,12748,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-o-compositor-frances-edgard-varese/,,Doação,1977.16.246,,Villa-Lobos e o compositor francês Edgard Varèse,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,1954,Fotografia,12750,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-a-cantora-maria-kareska-e-arminda-ao-fundo-no-irtervalo-da-gravacao-de-invocacao-em-defesa-da-patria-na-pathe-marconi/,,Doação,1977.16.272,,"Villa-Lobos, a cantora Maria Kareska e Arminda, ao fundo, no irtervalo da gravação de “Invocação em Defesa da Pátria”, na Pathé Marconi",Fotografia em preto e branco; papel
